Age,workclass,education,education-num,marital,occupation,relationship,sex,capital-gain,capital loss,hours-per-week,salary
40,Private,Assoc-acdm,12,Married-civ-spouse,,Husband,Male,0,0,52,0
38,State-gov,HS-grad,9,Divorced,Other-service,Unmarried,,2036,0,20,0
59,Self-emp-not-inc,,4,Married-civ-spouse,Sales,Husband,Male,0,0,85,0
,Private,Some-college,10,Never-married,,Not-in-family,Male,,0,40,0
40,Private,7th-8th,4,Never-married,Farming-fishing,Own-child,Male,0,0,40,0
18,Private,10th,6,Never-married,,Other-relative,Female,,0,40,1
,Private,HS-grad,9,Divorced,Sales,Not-in-family,,0,0,40,0
29,Private,Masters,14,Never-married,,Not-in-family,Female,0,0,80,0
27,Private,Bachelors,,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,45,0
47,State-gov,Doctorate,16,Divorced,Prof-specialty,Unmarried,,0,0,50,1
,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,,0,0,40,1
48,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,1
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,30,0
22,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,,0,,40,0
42,Private,Assoc-acdm,12,Widowed,Tech-support,Unmarried,Female,0,0,24,0
36,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Male,0,0,40,0
60,Private,10th,6,Divorced,Other-service,Not-in-family,Female,0,0,,0
41,Federal-gov,HS-grad,9,Separated,Exec-managerial,Not-in-family,Female,0,0,40,1
43,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,38,0
34,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,Female,0,0,40,1
,Private,HS-grad,,Never-married,Transport-moving,Own-child,Female,0,0,35,0
52,Private,9th,5,Widowed,Other-service,Not-in-family,Female,0,0,25,0
27,,Assoc-acdm,12,Never-married,Sales,Not-in-family,,0,0,40,0
60,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,7688,0,40,0
34,Self-emp-not-inc,Bachelors,13,Never-married,Sales,,Male,0,0,62,0
30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
35,Private,Some-college,10,Separated,Other-service,Unmarried,Female,0,0,25,0
39,Federal-gov,Bachelors,,Divorced,Exec-managerial,Unmarried,Female,0,0,40,1
64,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,0
17,Self-emp-not-inc,11th,7,Never-married,Farming-fishing,Own-child,Male,,0,,0
37,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,0
,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,25,0
17,Private,10th,6,Never-married,,Own-child,Female,0,,12,1
29,Private,HS-grad,,Never-married,Craft-repair,Not-in-family,Male,0,0,40,1
24,Private,,10,Never-married,Adm-clerical,Own-child,,0,0,40,0
27,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,50,0
69,Self-emp-inc,Bachelors,13,Separated,Exec-managerial,,Male,0,,40,0
30,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,Male,0,0,40,0
29,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
61,,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Male,0,,40,0
70,Private,7th-8th,4,Widowed,,Unmarried,Female,0,,38,0
32,,Bachelors,13,,Tech-support,Husband,Male,0,1902,40,0
27,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Unmarried,Male,9562,,50,0
27,Private,Bachelors,,,Other-service,Not-in-family,Female,0,,40,0
,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,25,0
44,,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,0
36,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
,Private,Masters,14,Married-civ-spouse,,Husband,Male,7298,0,50,0
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,60,1
34,Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,,Male,7298,,54,0
28,,Bachelors,13,Never-married,Prof-specialty,Other-relative,Male,0,0,50,0
34,Private,5th-6th,3,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,1
18,Private,HS-grad,9,,Adm-clerical,Own-child,Female,0,0,20,0
39,Private,Some-college,10,Divorced,Farming-fishing,Unmarried,Female,0,0,45,0
34,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,,1
35,Local-gov,,14,Divorced,Adm-clerical,Unmarried,Female,0,0,41,0
24,Private,,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
41,Private,,13,Married-civ-spouse,Sales,Husband,Male,0,,70,0
50,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,45,0
68,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,Male,0,,30,0
,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,,0,0,50,0
47,Private,Assoc-voc,11,,Handlers-cleaners,Husband,Male,0,0,40,0
43,Local-gov,Masters,,Divorced,Prof-specialty,Unmarried,Female,0,0,40,0
35,Private,HS-grad,9,Married-civ-spouse,,Husband,Male,0,0,40,1
34,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Female,0,0,17,1
,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,1
50,Private,Some-college,10,Divorced,Sales,Not-in-family,,0,0,40,1
22,Private,,9,Never-married,Craft-repair,Own-child,Female,0,,40,1
20,Private,HS-grad,,Never-married,Farming-fishing,Own-child,Male,0,0,40,1
52,Self-emp-not-inc,HS-grad,9,,Craft-repair,Husband,Male,0,0,40,0
71,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,28,1
55,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,0
17,Private,11th,7,Never-married,Sales,Own-child,Female,0,0,8,0
36,Private,,10,Widowed,Prof-specialty,Own-child,Female,0,0,40,0
39,Local-gov,,8,Married-civ-spouse,Transport-moving,Husband,Male,,1848,40,0
27,Private,Bachelors,13,Never-married,,Not-in-family,Male,0,0,40,0
42,,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
22,Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,Male,0,1719,40,0
57,Private,,11,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
34,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,28,0
,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,60,0
24,Private,Bachelors,13,,Sales,Own-child,,0,0,40,1
41,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,60,1
30,Private,Some-college,10,Divorced,,Not-in-family,Female,6849,0,40,1
17,Private,11th,7,Never-married,Adm-clerical,,Female,0,0,,0
26,,HS-grad,,Separated,Sales,Unmarried,Female,0,0,20,0
32,Private,1st-4th,2,Never-married,Farming-fishing,Not-in-family,Male,0,0,50,0
55,Private,10th,6,,Exec-managerial,Husband,Male,0,0,45,0
19,,12th,8,Married-spouse-absent,Other-service,Own-child,Female,0,0,,0
28,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,0,0,50,0
49,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,0
23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,,0
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
40,Private,Some-college,10,Married-civ-spouse,Craft-repair,,Male,0,0,40,0
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
23,Private,Some-college,10,Never-married,Craft-repair,Own-child,,0,0,,0
59,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,40,0
20,Private,,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,35,0
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,0
,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,0
31,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,48,0
50,Self-emp-not-inc,Bachelors,13,Never-married,,Not-in-family,Male,4416,0,45,0
,Private,HS-grad,9,Married-civ-spouse,,Husband,Male,0,,45,0
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
34,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,40,0
46,Private,,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,,,0
,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,,0,60,0
23,Private,HS-grad,,Never-married,Adm-clerical,Own-child,Male,0,2001,40,0
29,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
35,Private,HS-grad,,Married-civ-spouse,Craft-repair,Husband,Male,0,0,,0
,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,7688,0,50,0
35,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,55,1
20,Private,,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,,0,,1
42,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,,2354,,16,0
56,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,Female,5013,0,45,0
31,Private,Bachelors,13,,Sales,Own-child,Male,0,0,45,0
23,Private,HS-grad,9,Never-married,Tech-support,Own-child,Male,0,0,50,0
60,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
,Private,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,40,0
32,Private,,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,1
36,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Female,14084,0,40,0
44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,48,0
27,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,40,1
49,Private,HS-grad,9,,Exec-managerial,Unmarried,Male,0,0,50,0
48,,,9,Divorced,Other-service,Unmarried,Female,0,0,40,0
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,65,0
27,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,Male,0,0,40,1
24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
24,Private,HS-grad,9,,,Not-in-family,Male,0,0,,0
25,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
36,Private,Assoc-voc,11,Divorced,,Unmarried,Female,0,0,40,0
38,Federal-gov,,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,45,0
57,Private,5th-6th,3,Married-civ-spouse,Transport-moving,,Male,0,0,40,0
,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,1
41,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,,0,40,1
56,State-gov,,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,1
19,Private,HS-grad,,,Adm-clerical,Own-child,Female,0,0,40,0
44,Private,HS-grad,9,Never-married,Other-service,Other-relative,Male,0,0,32,1
34,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,Female,0,0,40,0
25,Private,Bachelors,,Never-married,Exec-managerial,Own-child,Male,0,0,40,0
27,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,,0
22,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,1
59,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,55,0
,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,,Male,0,,65,0
21,Private,Some-college,,Never-married,Adm-clerical,Not-in-family,Female,0,0,38,0
24,Private,Some-college,10,Never-married,Handlers-cleaners,Other-relative,Male,0,0,40,0
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,0
,Private,Assoc-voc,11,,Craft-repair,Husband,Male,,0,40,0
45,Private,Some-college,10,Divorced,Adm-clerical,,Female,0,0,45,0
30,Private,HS-grad,9,,Adm-clerical,,Female,0,0,40,1
28,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,1
28,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,Female,0,0,5,0
29,Private,HS-grad,9,,Adm-clerical,Not-in-family,Female,0,0,,0
60,,Some-college,10,,Craft-repair,Husband,Male,,0,40,0
28,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,Female,0,0,,0
38,,Some-college,10,Divorced,Exec-managerial,Not-in-family,Female,,0,40,0
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
28,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,35,1
42,Private,Some-college,,,Other-service,Wife,Female,0,0,23,0
40,Local-gov,9th,5,Married-civ-spouse,,,Female,0,0,40,0
24,Private,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,40,0
37,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
36,Private,HS-grad,,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
39,Private,Bachelors,13,Never-married,,Not-in-family,Male,0,0,,0
,Private,9th,,Married-spouse-absent,Other-service,,Male,,0,35,0
46,,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,1628,40,0
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,43,0
34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,,40,0
42,Private,Some-college,10,Divorced,Sales,Unmarried,Female,0,0,43,0
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
35,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,0
60,,Prof-school,,Married-civ-spouse,Prof-specialty,Husband,Male,3781,0,16,1
33,Private,Some-college,10,Never-married,Craft-repair,,Male,8614,0,40,1
22,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,Male,,0,80,1
39,Private,Assoc-voc,11,Married-civ-spouse,,Husband,Male,0,0,40,0
,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,5178,0,40,0
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
37,Self-emp-not-inc,11th,7,Married-civ-spouse,Transport-moving,Husband,,0,0,45,1
63,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,0
46,State-gov,,10,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,38,1
48,,HS-grad,9,Separated,,Unmarried,Female,,0,40,0
33,,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
65,,Some-college,10,Widowed,Prof-specialty,,Female,1848,0,20,1
39,Private,,9,Never-married,Adm-clerical,Own-child,,0,0,40,0
43,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Female,0,,40,0
28,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,,,0,40,0
50,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,99999,0,35,0
24,,Bachelors,13,,Prof-specialty,,Male,0,0,20,0
48,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,40,1
,Private,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,40,0
,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
42,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,,,0,0,40,1
60,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,,1
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,0
40,Private,Prof-school,15,Never-married,Exec-managerial,,Female,0,,40,0
39,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
43,Local-gov,HS-grad,9,Divorced,,Unmarried,Female,0,0,40,0
,Private,HS-grad,,Married-civ-spouse,,Husband,Male,0,0,38,0
,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
30,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,0,,1
32,Private,Some-college,10,Married-civ-spouse,,Husband,Male,0,0,65,0
,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,,0,,1
37,Private,Assoc-acdm,12,Never-married,Sales,Unmarried,Female,0,0,40,0
26,Private,Bachelors,,Never-married,Adm-clerical,,Female,0,0,40,0
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,0,0,42,0
33,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,,0,0,45,1
46,Private,Bachelors,13,Married-civ-spouse,Craft-repair,,Male,0,0,,0
40,Private,Assoc-voc,11,Married-civ-spouse,,Husband,Male,0,0,50,1
34,Private,Assoc-voc,11,,Craft-repair,Husband,Male,0,0,48,1
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,,Male,0,0,40,0
47,Self-emp-not-inc,Some-college,10,Widowed,Other-service,Unmarried,Female,0,,35,1
45,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Female,0,0,30,1
53,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,Male,0,0,35,1
52,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,,Male,0,0,40,0
64,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,1
42,Private,Masters,14,Never-married,,Not-in-family,Male,0,0,45,0
44,Private,,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,44,0
,Private,HS-grad,9,,Sales,Husband,Male,7298,0,50,0
53,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,,Male,0,0,43,0
25,Private,HS-grad,9,Never-married,,Not-in-family,Male,0,0,,0
,,11th,7,Separated,Other-service,Own-child,Female,0,0,40,0
29,Private,Assoc-voc,11,Never-married,Priv-house-serv,Own-child,Female,0,0,40,0
56,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Female,0,1977,30,0
56,Private,HS-grad,9,,Sales,Wife,Female,0,0,,0
38,Self-emp-inc,,10,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,40,0
62,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
28,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,60,0
31,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,3908,0,40,0
24,,Bachelors,13,Never-married,Sales,Own-child,,0,0,40,0
65,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,34,0
40,Private,HS-grad,,,,Not-in-family,Male,0,0,30,0
,Private,Bachelors,13,Never-married,,,Male,0,0,40,0
35,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,1741,60,1
42,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,40,1
20,Private,HS-grad,9,Never-married,,,Female,0,0,30,0
30,Local-gov,Some-college,10,,Adm-clerical,Not-in-family,Female,0,0,40,0
25,Private,Bachelors,13,,Exec-managerial,,,0,0,45,0
22,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,,,40,0
31,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,,,0,40,0
56,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,0
51,Private,HS-grad,9,Divorced,Other-service,Other-relative,Male,0,0,32,0
36,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,,,0,,0
44,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,1590,40,0
49,,Masters,14,Divorced,Exec-managerial,Unmarried,Male,0,,45,0
28,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
57,,,13,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,40,0
33,Self-emp-not-inc,Some-college,10,Never-married,,Not-in-family,Male,0,0,65,1
49,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,,0,40,0
74,State-gov,,,Never-married,Prof-specialty,Other-relative,Female,0,3683,20,0
48,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,5013,,45,0
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,0
39,Private,HS-grad,,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,1
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,65,0
56,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,,40,0
27,Private,,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
17,Private,11th,7,,Priv-house-serv,,Female,0,0,40,0
28,Private,9th,5,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,0
42,Private,Masters,14,Divorced,Adm-clerical,Not-in-family,Female,,0,25,0
39,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Female,0,0,40,0
29,Self-emp-not-inc,HS-grad,,Married-civ-spouse,Farming-fishing,Husband,Male,3464,0,40,0
21,,Some-college,10,Never-married,Prof-specialty,,Male,0,0,10,0
36,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
56,Private,,6,Widowed,Machine-op-inspct,Unmarried,Female,0,0,40,0
49,Private,5th-6th,3,Married-civ-spouse,Craft-repair,,Male,0,0,40,0
47,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,80,0
44,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Female,0,0,40,0
40,Private,1st-4th,2,Never-married,Other-service,Not-in-family,Male,0,0,45,0
43,State-gov,Bachelors,13,Married-civ-spouse,,Husband,Male,15024,0,,0
62,,12th,8,,Farming-fishing,Husband,Male,0,0,48,1
52,Private,Prof-school,,Married-civ-spouse,Prof-specialty,Wife,Female,3103,0,30,0
25,Private,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,0
63,Self-emp-inc,,14,Divorced,Prof-specialty,Not-in-family,Male,0,0,70,0
,Private,Doctorate,,Married-civ-spouse,Prof-specialty,Husband,Male,0,,99,0
25,,,9,Never-married,Adm-clerical,Own-child,,0,,40,0
27,Private,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,40,1
,Federal-gov,Some-college,10,Never-married,,Not-in-family,Male,0,0,,0
,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,,0
36,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,45,0
30,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,0
45,State-gov,Masters,14,Divorced,Exec-managerial,,Female,,0,40,1
27,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
41,Private,Bachelors,13,,Other-service,,Male,0,0,37,1
61,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
70,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,0,0,55,0
55,Private,11th,,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,0
35,,Bachelors,13,Never-married,Other-service,Not-in-family,Female,0,0,45,0
36,Private,Assoc-voc,11,Married-civ-spouse,,Husband,Male,0,0,38,0
,,Some-college,10,Never-married,Tech-support,Own-child,Male,0,0,60,0
30,Private,Bachelors,13,Married-civ-spouse,Other-service,,Female,0,0,40,0
,Federal-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,5455,,60,0
18,Private,,9,Never-married,,Own-child,Male,,0,20,0
,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
38,,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
33,Private,HS-grad,,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
25,Private,,9,Married-civ-spouse,Transport-moving,Husband,,0,0,40,1
38,Private,11th,7,,Other-service,Own-child,,0,0,,0
23,Private,Some-college,10,Never-married,Farming-fishing,Unmarried,Male,0,,45,1
40,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Male,0,0,40,0
,Private,Some-college,10,,,Own-child,Female,0,0,20,0
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,48,1
44,Private,,10,Separated,Adm-clerical,Unmarried,Female,0,0,38,0
49,Self-emp-inc,Bachelors,13,,Adm-clerical,Husband,Male,0,0,40,0
22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
26,Private,Some-college,10,,Adm-clerical,Not-in-family,Female,0,0,40,1
47,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
48,Private,,9,Widowed,Other-service,Unmarried,Female,0,0,25,1
28,Self-emp-inc,HS-grad,,Never-married,Exec-managerial,Own-child,Male,0,0,40,0
37,Federal-gov,Some-college,10,Separated,Exec-managerial,,Male,8614,0,55,0
44,Private,Bachelors,13,,,Husband,,,0,40,0
53,Private,,13,Married-civ-spouse,Adm-clerical,Husband,,7298,0,40,0
36,Private,Masters,14,Never-married,,Not-in-family,Male,,,15,1
,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,,30,1
,Private,HS-grad,9,Never-married,,Own-child,Male,0,0,35,0
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,,0
,Private,Assoc-acdm,,,Tech-support,Not-in-family,Female,0,0,40,0
51,Local-gov,Assoc-voc,11,Divorced,Adm-clerical,,Female,0,0,50,0
22,Private,Some-college,10,Divorced,Sales,Own-child,Female,0,0,30,1
23,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,25,0
47,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,,,0,50,1
17,Private,12th,8,,,,Male,0,0,20,1
48,Private,Bachelors,,Never-married,Other-service,Not-in-family,Male,0,0,50,0
43,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
19,Private,HS-grad,9,Never-married,Adm-clerical,,Female,0,0,35,0
42,,Some-college,10,Never-married,Exec-managerial,Not-in-family,,0,,40,0
23,Private,Bachelors,13,Never-married,,Own-child,Male,0,0,40,0
61,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
63,Private,11th,7,Married-civ-spouse,Other-service,,Male,0,0,30,0
